Motif	Factor	Evidence	Curated
M00143_2.00	znf740b	PBM	N
M00144_2.00	osr2	PBM	N
M00144_2.00	osr1	PBM	N
M00150_2.00	zic1	PBM	N
M00150_2.00	zic2a	PBM	N
M00150_2.00	zic3	PBM	N
M00150_2.00	zic5	PBM	N
M00150_2.00	zic2b	PBM	N
M00150_2.00	zic4	PBM	N
M00151_2.00	zic4	PBM	N
M00151_2.00	zic3	PBM	N
M00151_2.00	zic2a	PBM	N
M00151_2.00	zic5	PBM	N
M00151_2.00	zic2b	PBM	N
M00151_2.00	zic1	PBM	N
M00152_2.00	zbtb3	PBM	N
M00153_2.00	e2f7	PBM	N
M00153_2.00	e2f5	PBM	N
M00153_2.00	E2F1	PBM	N
M00153_2.00	e2f3	PBM	N
M00153_2.00	E2F2	PBM	N
M00153_2.00	e2f4	PBM	N
M00154_2.00	E2F1	PBM	N
M00154_2.00	e2f4	PBM	N
M00154_2.00	E2F2	PBM	N
M00154_2.00	e2f3	PBM	N
M00154_2.00	e2f5	PBM	N
M00154_2.00	e2f7	PBM	N
M00155_2.00	spi2	PBM	N
M00155_2.00	spi1b	PBM	N
M00155_2.00	spic	PBM	N
M00155_2.00	CR936540.2	PBM	N
M00155_2.00	spi1a	PBM	N
M00156_2.00	etv7	PBM	N
M00156_2.00	elf3	PBM	N
M00156_2.00	elf2b	PBM	N
M00156_2.00	elf2a	PBM	N
M00156_2.00	ef1	PBM	N
M00156_2.00	ehf	PBM	N
M00157_2.00	etv5a	PBM	N
M00157_2.00	elk1	PBM	N
M00157_2.00	etv4	PBM	N
M00157_2.00	elf2b	PBM	N
M00157_2.00	elk3	PBM	N
M00157_2.00	elf2a	PBM	N
M00157_2.00	ef1	PBM	N
M00157_2.00	fli1b	PBM	N
M00157_2.00	etv5b	PBM	N
M00157_2.00	erg	PBM	N
M00157_2.00	erfl1	PBM	N
M00157_2.00	elk4	PBM	N
M00157_2.00	fev	PBM	N
M00157_2.00	fli1a	PBM	N
M00157_2.00	erfl3	PBM	N
M00157_2.00	si:ch211-265g22.4	PBM	N
M00157_2.00	ets2	PBM	N
M00157_2.00	erf	PBM	N
M00157_2.00	etv1	PBM	N
M00157_2.00	gabpa	PBM	N
M00157_2.00	etv2	PBM	N
M00158_2.00	etv7	PBM	N
M00158_2.00	elf2b	PBM	N
M00158_2.00	elf3	PBM	N
M00158_2.00	elf2a	PBM	N
M00158_2.00	ehf	PBM	N
M00158_2.00	fli1a	PBM	N
M00158_2.00	ef1	PBM	N
M00159_2.00	elf2a	PBM	N
M00159_2.00	elf2b	PBM	N
M00159_2.00	ef1	PBM	N
M00160_2.00	foxj2	PBM	N
M00160_2.00	foxi3a	PBM	N
M00160_2.00	foxp3a	PBM	N
M00160_2.00	foxp1a	PBM	N
M00160_2.00	foxd5	PBM	N
M00160_2.00	foxg1d	PBM	N
M00160_2.00	foxg1b	PBM	N
M00160_2.00	foxi3b	PBM	N
M00160_2.00	foxk2	PBM	N
M00160_2.00	foxd1	PBM	N
M00160_2.00	foxd3	PBM	N
M00160_2.00	FOXK2	PBM	N
M00160_2.00	foxp1b	PBM	N
M00160_2.00	foxk1	PBM	N
M00160_2.00	foxd2	PBM	N
M00160_2.00	foxg1c	PBM	N
M00160_2.00	foxi2	PBM	N
M00160_2.00	foxg1a	PBM	N
M00160_2.00	foxj3	PBM	N
M00160_2.00	foxj1b	PBM	N
M00160_2.00	foxj1a	PBM	N
M00160_2.00	foxp4	PBM	N
M00160_2.00	foxe3	PBM	N
M00160_2.00	si:dkey-7e14.3	PBM	N
M00160_2.00	zgc:162612	PBM	N
M00161_2.00	foxj1b	PBM	N
M00161_2.00	foxj1a	PBM	N
M00162_2.00	foxb1a	PBM	N
M00162_2.00	foxa	PBM	N
M00162_2.00	foxa1	PBM	N
M00162_2.00	foxb1b	PBM	N
M00162_2.00	foxa2	PBM	N
M00162_2.00	foxb2	PBM	N
M00162_2.00	foxa3	PBM	N
M00163_2.00	foxi1	PBM	N
M00163_2.00	foxk2	PBM	N
M00163_2.00	foxc1b	PBM	N
M00163_2.00	foxj3	PBM	N
M00163_2.00	foxi2	PBM	N
M00163_2.00	foxk1	PBM	N
M00163_2.00	FOXK2	PBM	N
M00163_2.00	foxi3b	PBM	N
M00164_2.00	foxc1a	PBM	N
M00164_2.00	foxd5	PBM	N
